word,ipa,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x13_status,x14_contour,x15_meter,x16_regularity,tau,morph_type,d_source,generated,ud_atype,ud_kana,ud_mora,accent_class,accent_default,accent_variant,accent_src
ぐっすり,ɡussuɾi,4,2,2,0,8,5,250.0,2.32,5,800.0,3.53,4,mh,5,#191970,15.9,31.7,-49.6,5,prior_pending_realaudio,5.31,7.67,3.73,0.375,COMPOUND(複合・異種),measured,False,3,グッスリ,4,nakadaka/odaka_核3,back,true,whole
ぐったり,ɡuttaɾi,8,3,1,4,7,7,180.0,1.49,7,500.0,2.73,6,c,2,#708090,52.8,-2.1,-10.6,5,prior_pending_realaudio,5.91,7.09,1.84,0.337,COMPOUND(複合・異種),measured,False,3,グッタリ,4,nakadaka/odaka_核3,back,true,whole
ぐつぐつ,ɡutsuɡutsu,6,5,6,7,7,9,220.0,2.0,5,3000.0,5.78,9,hh,7,#FF4500,57.6,67.8,69.0,4,prior_pending_realaudio,5.14,8.75,3.2,0.425,REDUP(畳語・同一),measured,False,1,グツグツ,4,atamadaka_頭高,front,false,whole
ぐにゃぐにゃ,ɡuɲaɡuɲa,5,4,1,4,8,9,200.0,1.75,3,1100.0,4.07,7,mh,5,#ADFF2F,92.0,-52.5,81.9,4,prior_pending_realaudio,5.06,8.31,3.31,0.436,REDUP(畳語・同一),measured,False,1,グニャグニャ,4,atamadaka_頭高,front,false,whole
ぐにゃり,ɡuɲaɾi,6,6,4,5,7,8,240.0,2.22,6,1800.0,4.91,7,mc,3,#9ACD32,76.5,-38.0,66.6,4,prior_pending_realaudio,6.05,7.4,3.73,0.338,RI(り単発),measured,False,2,グニャリ,3,nakadaka/odaka_核2,back,true,whole
ぐびりぐびり,ɡubiɾiɡubiɾi,6,6,7,5,5,8,260.0,2.42,6,2200.0,5.25,8,mc,3,#4169E1,47.8,26.3,-65.3,4,prior_pending_realaudio,4.99,8.67,2.66,0.44,REDUP(畳語・同一),measured,False,2,グビリグビリ,6,nakadaka/odaka_核2,back,true,whole
ぐらぐら,ɡuɾaɡuɾa,7,5,3,3,8,4,220.0,2.0,4,3500.0,6.04,6,mc,3,#808080,53.6,-0.0,0.0,4,prior_pending_realaudio,5.23,8.45,3.54,0.411,REDUP(畳語・同一),measured,False,0,グラグラ,4,heiban_平板,flat,false,whole
ぐらっ,ɡuɾaʔ,8,9,7,6,7,3,250.0,2.32,9,10000.0,7.82,8,mc,3,#000000,0.0,0.0,0.0,2,prior_pending_realaudio,0.59,4.95,0,0.436,Q(促音単発),measured,False,2,グラッ,3,nakadaka/odaka_核2,back,true,whole
ぐりぐり,ɡuɾiɡuɾi,7,7,8,8,3,4,320.0,2.94,6,5000.0,6.65,8,mc,3,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.07,7.75,4.02,0.435,REDUP(畳語・同一),measured,False,0,グリグリ,4,heiban_平板,flat,false,whole
ぐるぐる,ɡuɾuɡuɾu,5,5,4,2,9,3,300.0,2.78,4,4500.0,6.47,5,mc,3,#4682B4,52.5,-4.1,-32.2,4,prior_pending_realaudio,5.03,8.45,3.46,0.44,REDUP(畳語・同一),measured,False,1,グルグル,4,atamadaka_頭高,front,false,whole
ぐるっ,ɡuɾuʔ,6,9,8,6,7,2,400.0,3.51,9,11000.0,7.98,9,mc,3,#FFFFFF,100.0,-0.0,0.0,2,prior_pending_realaudio,9.0,3.32,0,0.353,Q(促音単発),measured,False,2,グルッ,3,nakadaka/odaka_核2,back,true,whole
ぐるり,ɡuɾuɾi,5,6,7,3,8,3,380.0,3.38,5,3800.0,6.18,7,mc,3,#708090,52.8,-2.1,-10.6,4,prior_pending_realaudio,6.26,7.6,3.63,0.356,RI(り単発),measured,False,2,グルリ,3,nakadaka/odaka_核2,back,true,whole
ぐん,ɡuŋ,8,8,9,6,4,4,280.0,2.61,8,7000.0,7.22,9,mc,3,#000080,13.0,47.5,-64.7,3,prior_pending_realaudio,9.0,3.84,0,0.308,N(撥音単発),measured,False,1,グ,1,atamadaka_頭高,front,false,firsttoken
ぐんぐん,ɡuŋɡuŋ,7,7,9,4,5,5,320.0,2.94,5,6000.0,6.95,9,h,6,#1E90FF,59.4,10.0,-63.4,4,prior_pending_realaudio,4.96,8.6,2.36,0.422,REDUP(畳語・同一),measured,False,1,グングン,4,atamadaka_頭高,front,false,whole
ぐんなり,ɡunnaɾi,7,3,2,5,7,8,200.0,1.75,6,800.0,3.53,7,mc,3,#696969,44.4,-0.0,0.0,5,prior_pending_realaudio,5.65,7.75,2.38,0.349,COMPOUND(複合・異種),measured,False,3,グンナリ,4,nakadaka/odaka_核3,back,true,whole
ぐーすか,ɡuːsuka,5,2,2,1,7,4,450.0,3.81,2,900.0,3.73,4,mh,5,#FFE4E1,92.7,8.7,4.8,5,prior_pending_realaudio,5.46,7.84,3.14,0.346,COMPOUND(複合・異種),measured,False,1,グー,2,atamadaka_頭高,front,false,firsttoken
けいけい,keikei,3,6,7,6,6,2,1500.0,6.86,4,11000.0,7.98,6,h,6,#FFFF00,97.1,-21.6,94.5,4,prior_pending_realaudio,5.07,8.59,3.4,0.44,REDUP(畳語・同一),measured,False,1,ケイ,2,atamadaka_頭高,front,false,firsttoken
けざけざ,kezakeza,4,5,6,7,4,1,900.0,5.56,5,8000.0,7.44,7,c,2,#778899,55.9,-2.2,-11.1,4,prior_pending_realaudio,5.12,8.29,4.99,0.441,REDUP(畳語・同一),measured,False,1,ケ,1,atamadaka_頭高,front,false,firsttoken
けたけた,ketaketa,2,8,6,3,8,3,700.0,4.93,7,5500.0,6.81,5,h,6,#FFD700,86.9,-1.9,87.1,4,prior_pending_realaudio,5.13,8.11,3.56,0.441,REDUP(畳語・同一),measured,False,1,ケタケタ,4,atamadaka_頭高,front,false,whole
けちょんけちょん,ketɕoŋketɕoŋ,5,8,9,7,3,4,550.0,4.32,8,6500.0,7.09,9,c,2,#8B0000,28.1,51.0,41.3,4,prior_pending_realaudio,7.15,5.15,5.63,0.458,REDUP(畳語・同一),measured,False,0,ケチョンケチョン,6,heiban_平板,flat,false,whole
けばけば,kebakeba,4,5,6,4,6,3,800.0,5.26,4,9000.0,7.64,7,h,6,#FF00FF,60.3,98.2,-60.8,4,prior_pending_realaudio,4.94,8.12,4.47,0.443,REDUP(畳語・同一),measured,False,1,ケバケバ,4,atamadaka_頭高,front,false,whole
けらけら,keɾakeɾa,2,7,4,1,9,2,650.0,4.74,5,4000.0,6.27,4,h,6,#FFFFE0,99.3,-5.1,14.8,4,prior_pending_realaudio,5.16,8.46,2.82,0.448,REDUP(畳語・同一),measured,False,1,ケラケラ,4,atamadaka_頭高,front,false,whole
けろけろ,keɾokeɾo,3,6,4,2,8,4,500.0,4.07,4,3000.0,5.78,5,mh,5,#00FF00,87.7,-86.2,83.2,4,prior_pending_realaudio,5.15,8.24,3.8,0.434,REDUP(畳語・同一),measured,False,1,ケロケロ,4,atamadaka_頭高,front,false,whole
げたげた,ɡetaɡeta,6,7,5,3,7,4,400.0,3.51,6,4500.0,6.47,6,h,6,#DAA520,70.8,8.5,68.8,4,prior_pending_realaudio,5.03,8.27,3.91,0.446,REDUP(畳語・同一),measured,False,1,ゲタゲタ,4,atamadaka_頭高,front,false,whole
げっそり,ɡessoɾi,7,6,4,8,5,2,350.0,3.17,7,2000.0,5.09,5,cc,1,#A9A9A9,69.2,-0.0,0.0,5,prior_pending_realaudio,6.68,6.96,3.71,0.327,COMPOUND(複合・異種),measured,False,3,ゲッソリ,4,nakadaka/odaka_核3,back,true,whole
げらげら,ɡeɾaɡeɾa,5,6,5,1,9,4,420.0,3.63,3,3500.0,6.04,6,h,6,#FFA500,74.9,23.9,78.9,4,prior_pending_realaudio,4.99,7.8,3.53,0.42,REDUP(畳語・同一),measured,False,1,ゲラゲラ,4,atamadaka_頭高,front,false,whole
げろげろ,ɡeɾoɡeɾo,6,4,3,4,8,9,220.0,2.0,3,1800.0,4.91,9,mc,3,#32CD32,72.6,-67.1,61.4,4,prior_pending_realaudio,5.04,8.81,3.23,0.429,REDUP(畳語・同一),measured,False,1,ゲロゲロ,4,atamadaka_頭高,front,false,whole
げんなり,ɡennaɾi,7,3,2,6,6,7,180.0,1.49,7,600.0,3.04,7,c,2,#483D8B,30.8,26.1,-42.1,5,prior_pending_realaudio,6.06,7.43,2.68,0.341,COMPOUND(複合・異種),measured,False,3,ゲンナリ,4,nakadaka/odaka_核3,back,true,whole
げーげー,ɡeːɡeː,7,4,4,3,6,8,200.0,1.75,1,1200.0,4.22,8,c,2,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.08,7.71,2.95,0.394,REDUP(畳語・同一),measured,False,,ゲ,1,unknown,front,false,unk
こけこっこー,kokekokkoː,4,7,8,2,5,2,800.0,5.26,3,8000.0,7.44,7,h,6,#FF0000,53.2,80.1,67.2,2,prior_pending_realaudio,5.45,8.24,3.41,0.381,LONG(長音ー),measured,False,2,コケコッコー,6,nakadaka/odaka_核2,back,true,whole
こそこそ,kosokoso,1,5,2,9,7,2,900.0,5.56,5,4000.0,6.27,3,c,2,#2F4F4F,31.3,-11.7,-3.7,4,prior_pending_realaudio,5.08,8.41,3.78,0.46,REDUP(畳語・同一),measured,False,1,コソコソ,4,atamadaka_頭高,front,false,whole
こちこち,kotɕikotɕi,5,8,8,9,1,1,1200.0,6.29,8,9000.0,7.64,9,cc,1,#B0E0E6,86.1,-14.1,-8.0,4,prior_pending_realaudio,7.75,4.58,0.23,0.443,REDUP(畳語・同一),measured,False,0,コチコチ,4,heiban_平板,flat,false,whole
こっくり,kokkuɾi,4,7,5,6,6,4,350.0,3.17,8,1500.0,4.6,5,mh,5,#DEB887,77.0,7.0,30.0,5,prior_pending_realaudio,5.76,4.89,0.76,0.306,COMPOUND(複合・異種),measured,False,3,コックリ,4,nakadaka/odaka_核3,back,true,whole
こっそり,kossoɾi,2,6,4,9,7,3,800.0,5.26,7,5000.0,6.65,4,c,2,#000000,0.0,0.0,0.0,5,prior_pending_realaudio,6.57,6.52,5.66,0.34,COMPOUND(複合・異種),measured,False,3,コッソリ,4,nakadaka/odaka_核3,back,true,whole
こってり,kotteɾi,6,3,4,7,4,9,240.0,2.22,6,800.0,3.53,9,mh,5,#DAA520,70.8,8.5,68.8,5,prior_pending_realaudio,5.99,7.15,3.36,0.354,COMPOUND(複合・異種),measured,False,3,コッテリ,4,nakadaka/odaka_核3,back,true,whole
こつこつ,kotsukotsu,4,7,7,6,2,2,550.0,4.32,7,5000.0,6.65,7,mc,3,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,4.89,7.32,7.63,0.438,REDUP(畳語・同一),measured,False,1,コツコツ,4,atamadaka_頭高,front,false,whole
こつん,kotsuŋ,5,9,8,7,2,3,450.0,3.81,9,8000.0,7.44,8,mc,3,#A0522D,43.8,29.3,35.6,3,prior_pending_realaudio,9.0,2.61,0,0.331,N(撥音単発),measured,False,2,コツン,3,nakadaka/odaka_核2,back,true,whole
ことこと,kotokoto,3,6,5,5,3,4,300.0,2.78,6,3000.0,5.78,5,mh,5,#CD853F,61.8,21.4,47.9,4,prior_pending_realaudio,5.24,8.26,2.93,0.441,REDUP(畳語・同一),measured,False,1,コトコト,4,atamadaka_頭高,front,false,whole
ことん,kotoŋ,4,8,7,6,3,5,250.0,2.32,8,2500.0,5.47,7,mc,3,#696969,44.4,-0.0,0.0,3,prior_pending_realaudio,7.44,6.18,6.1,0.32,N(撥音単発),measured,False,2,コトン,3,nakadaka/odaka_核2,back,true,whole
こりこり,koɾikoɾi,3,7,6,7,3,1,1100.0,6.07,7,7000.0,7.22,6,c,2,#F5DEB3,89.4,1.5,24.0,4,prior_pending_realaudio,5.55,6.56,8.12,0.462,REDUP(畳語・同一),measured,False,1,コリコリ,4,atamadaka_頭高,front,false,whole
ころころ,koɾokoɾo,2,6,3,2,8,3,480.0,3.97,4,4000.0,6.27,3,mc,3,#F5F5F5,96.5,-0.0,0.0,4,prior_pending_realaudio,5.11,8.36,3.19,0.46,REDUP(畳語・同一),measured,False,1,コロコロ,4,atamadaka_頭高,front,false,whole
ころり,koɾoɾi,2,7,6,4,8,4,450.0,3.81,6,3000.0,5.78,5,mc,3,#FFFFFF,100.0,-0.0,0.0,4,prior_pending_realaudio,6.28,7.07,3.84,0.337,RI(り単発),measured,False,2,コロリ,3,nakadaka/odaka_核2,back,true,whole
こんがり,koŋɡaɾi,4,4,6,5,4,2,380.0,3.38,4,1800.0,4.91,7,hh,7,#D2691E,56.0,37.1,56.7,5,prior_pending_realaudio,5.86,7.52,3.57,0.343,COMPOUND(複合・異種),measured,False,3,コンガリ,4,nakadaka/odaka_核3,back,true,whole
こんこん,koŋkoŋ,4,7,7,5,3,4,320.0,2.94,5,4500.0,6.47,8,mc,3,#A9A9A9,69.2,-0.0,0.0,4,prior_pending_realaudio,5.05,8.17,2.73,0.443,REDUP(畳語・同一),measured,False,1,コンコン,4,atamadaka_頭高,front,false,whole
こんもり,kommoɾi,5,2,2,4,6,7,180.0,1.49,3,400.0,2.35,8,mc,3,#228B22,50.6,-49.6,45.0,5,prior_pending_realaudio,5.41,7.78,3.02,0.348,COMPOUND(複合・異種),measured,False,3,コンモリ,4,nakadaka/odaka_核3,back,true,whole
ごくごく,ɡokuɡoku,6,6,6,5,6,9,200.0,1.75,6,1500.0,4.6,9,mc,3,#4169E1,47.8,26.3,-65.3,4,prior_pending_realaudio,5.11,8.41,3.42,0.443,REDUP(畳語・同一),measured,False,0,ゴクゴク,4,heiban_平板,flat,false,whole
ごくん,ɡokuŋ,7,9,8,8,5,8,160.0,1.19,9,6000.0,6.95,9,mh,5,#000080,13.0,47.5,-64.7,3,prior_pending_realaudio,9.0,2.61,0,0.277,N(撥音単発),measured,False,2,ゴクン,3,nakadaka/odaka_核2,back,true,whole
ごしごし,ɡoɕiɡoɕi,7,7,7,8,4,2,700.0,4.93,6,9000.0,7.64,7,h,6,#708090,52.8,-2.1,-10.6,4,prior_pending_realaudio,5.36,7.75,3.44,0.409,REDUP(畳語・同一),measured,False,1,ゴシゴシ,4,atamadaka_頭高,front,false,whole
ごそごそ,ɡosoɡoso,5,5,3,6,6,1,450.0,3.81,5,7500.0,7.33,6,mc,3,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.24,8.53,3.35,0.433,REDUP(畳語・同一),measured,False,1,ゴソゴソ,4,atamadaka_頭高,front,false,whole
ごたごた,ɡotaɡota,6,5,3,5,6,5,280.0,2.61,4,5500.0,6.81,8,mc,3,#808080,53.6,-0.0,0.0,4,prior_pending_realaudio,5.07,8.12,3.05,0.443,REDUP(畳語・同一),measured,False,1,ゴタゴタ,4,atamadaka_頭高,front,false,whole
ごちごち,ɡotɕiɡotɕi,8,8,8,9,0,1,1000.0,5.83,8,9500.0,7.74,9,cc,1,#696969,44.4,-0.0,0.0,4,prior_pending_realaudio,8.64,4.58,0.56,0.441,REDUP(畳語・同一),measured,False,1,ゴチ,2,atamadaka_頭高,front,false,firsttoken
ごちゃごちゃ,ɡotɕaɡotɕa,6,6,3,4,5,7,350.0,3.17,4,7000.0,7.22,9,mc,3,#4B3621,24.5,6.4,16.8,4,prior_pending_realaudio,5.29,8.48,2.94,0.39,REDUP(畳語・同一),measured,False,1,ゴチャゴチャ,4,atamadaka_頭高,front,false,whole
ごっそり,ɡossoɾi,7,6,5,3,6,5,300.0,2.78,7,2500.0,5.47,8,mc,3,#DAA520,70.8,8.5,68.8,5,prior_pending_realaudio,6.79,6.96,1.46,0.332,COMPOUND(複合・異種),measured,False,3,ゴッソリ,4,nakadaka/odaka_核3,back,true,whole
ごつごつ,ɡotsuɡotsu,8,7,7,8,1,1,350.0,3.17,7,6500.0,7.09,9,c,2,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.16,7.09,7.07,0.429,REDUP(畳語・同一),measured,False,1,ゴツゴツ,4,atamadaka_頭高,front,false,whole
ごつん,ɡotsuŋ,9,9,9,9,1,3,280.0,2.61,9,11000.0,7.98,9,mc,3,#8B0000,28.1,51.0,41.3,3,prior_pending_realaudio,9.0,2.61,0,0.336,N(撥音単発),measured,False,2,ゴツン,3,nakadaka/odaka_核2,back,true,whole
ごてごて,ɡoteɡote,6,3,4,6,5,8,240.0,2.22,3,3000.0,5.78,8,mc,3,#800080,29.8,58.9,-36.5,4,prior_pending_realaudio,4.98,8.43,3.47,0.443,REDUP(畳語・同一),measured,False,1,ゴテゴテ,4,atamadaka_頭高,front,false,whole
ごとごと,ɡotoɡoto,7,5,5,5,3,4,220.0,2.0,5,4500.0,6.47,7,mc,3,#2F4F4F,31.3,-11.7,-3.7,4,prior_pending_realaudio,5.13,8.53,4.11,0.42,REDUP(畳語・同一),measured,False,1,ゴトゴト,4,atamadaka_頭高,front,false,whole
ごとん,ɡotoŋ,8,8,9,8,2,5,180.0,1.49,8,5000.0,6.65,9,mc,3,#000000,0.0,0.0,0.0,3,prior_pending_realaudio,7.4,2.44,0,0.298,N(撥音単発),measured,False,2,ゴトン,3,nakadaka/odaka_核2,back,true,whole
ごにょごにょ,ɡoɲoɡoɲo,4,3,1,8,7,8,150.0,1.03,4,400.0,2.35,6,mc,3,#708090,52.8,-2.1,-10.6,4,prior_pending_realaudio,5.21,8.44,3.69,0.397,REDUP(畳語・同一),measured,False,1,ゴニョゴニョ,4,atamadaka_頭高,front,false,whole
ごほんごほん,ɡohoŋɡohoŋ,6,7,7,7,5,4,250.0,2.32,6,2500.0,5.47,8,h,6,#A52A2A,37.5,49.7,30.5,4,prior_pending_realaudio,5.0,8.27,2.73,0.389,REDUP(畳語・同一),measured,False,2,ゴホン,3,nakadaka/odaka_核2,back,true,firsttoken
ごりごり,ɡoɾiɡoɾi,7,8,8,8,2,1,450.0,3.81,7,10000.0,7.82,8,c,2,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.8,6.9,7.89,0.426,REDUP(畳語・同一),measured,False,1,ゴリゴリ,4,atamadaka_頭高,front,false,whole
ごろごろ,ɡoɾoɡoɾo,6,4,2,2,8,3,200.0,1.75,3,3500.0,6.04,7,mc,3,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.01,8.22,3.57,0.438,REDUP(畳語・同一),measured,False,1,ゴロゴロ,4,atamadaka_頭高,front,false,whole
ごわごわ,ɡowaɡowa,5,4,4,7,4,1,380.0,3.38,4,8500.0,7.55,6,c,2,#D2B48C,75.0,5.0,24.4,4,prior_pending_realaudio,5.12,8.31,4.37,0.454,REDUP(畳語・同一),measured,False,1,ゴワゴワ,4,atamadaka_頭高,front,false,whole
ごんごん,ɡoŋɡoŋ,8,7,9,6,2,4,250.0,2.32,5,5500.0,6.81,9,h,6,#8B0000,28.1,51.0,41.3,4,prior_pending_realaudio,5.28,8.01,3.5,0.401,REDUP(畳語・同一),measured,False,1,ゴンゴン,4,atamadaka_頭高,front,false,whole
ごーごー,ɡoːɡoː,7,2,4,1,8,4,150.0,1.03,0,6000.0,6.95,8,mc,3,#4682B4,52.5,-4.1,-32.2,4,prior_pending_realaudio,5.1,7.78,4.18,0.369,REDUP(畳語・同一),measured,False,,ゴ,1,unknown,front,false,unk
さくさく,sakusaku,2,7,6,2,4,1,1200.0,6.29,6,8000.0,7.44,4,c,2,#F5DEB3,89.4,1.5,24.0,4,prior_pending_realaudio,5.11,8.58,1.93,0.459,REDUP(畳語・同一),measured,False,1,サクサク,4,atamadaka_頭高,front,false,whole
さくり,sakuɾi,2,6,8,4,5,2,1000.0,5.83,7,6000.0,6.95,6,c,2,#FFF8DC,97.5,-2.2,14.3,4,prior_pending_realaudio,7.23,6.96,3.34,0.35,RI(り単発),measured,False,2,サクリ,3,nakadaka/odaka_核2,back,true,whole
さっさ,sassa,1,8,7,0,8,2,900.0,5.56,8,12000.0,8.13,5,h,6,#FFFFFF,100.0,-0.0,0.0,2,prior_pending_realaudio,7.63,6.8,5.28,0.321,Q(促音単発),measured,False,1,サッサ,3,atamadaka_頭高,front,false,whole
さっぱり,sappaɾi,1,8,9,2,9,3,850.0,5.42,7,9000.0,7.64,4,h,6,#E0FFFF,97.9,-9.9,-3.4,5,prior_pending_realaudio,5.8,7.39,3.5,0.388,COMPOUND(複合・異種),measured,False,3,サッパリ,4,nakadaka/odaka_核3,back,true,whole
さばさば,sabasaba,3,5,5,1,8,5,400.0,3.51,3,4000.0,6.27,3,mh,5,#F0F8FF,97.2,-1.3,-4.3,4,prior_pending_realaudio,5.05,8.04,3.51,0.428,REDUP(畳語・同一),measured,False,1,サバサバ,4,atamadaka_頭高,front,false,whole
さめざめ,samezame,4,2,2,6,7,8,280.0,2.61,2,1500.0,4.6,5,c,2,#708090,52.8,-2.1,-10.6,5,prior_pending_realaudio,5.5,7.84,3.62,0.342,COMPOUND(複合・異種),measured,False,3,サメザメ,4,nakadaka/odaka_核3,back,true,whole
さらさら,saɾasaɾa,1,3,2,0,9,1,600.0,4.54,4,1200.0,4.22,2,mh,5,#FFFFFF,100.0,-0.0,0.0,4,prior_pending_realaudio,5.08,8.62,2.91,0.459,REDUP(畳語・同一),measured,False,0,サラサラ,4,heiban_平板,flat,false,whole
さらり,saɾaɾi,1,5,6,1,9,2,700.0,4.93,5,2000.0,5.09,3,h,6,#F0FFFF,98.9,-4.9,-1.7,4,prior_pending_realaudio,5.7,7.83,2.99,0.389,RI(り単発),measured,False,2,サラリ,3,nakadaka/odaka_核2,back,true,whole
ざあざあ,dzaazaa,6,2,4,1,8,9,300.0,2.78,0,15000.0,8.51,7,mc,3,#4682B4,52.5,-4.1,-32.2,4,prior_pending_realaudio,5.07,8.1,3.3,0.385,REDUP(畳語・同一),measured,False,1,ザアザア,4,atamadaka_頭高,front,false,whole
ざくざく,dzakuzaku,6,7,7,4,3,2,350.0,3.17,6,9000.0,7.64,8,c,2,#DAA520,70.8,8.5,68.8,4,prior_pending_realaudio,5.29,8.11,3.25,0.412,REDUP(畳語・同一),measured,False,1,ザクザク,4,atamadaka_頭高,front,false,whole
ざっくばらん,dzakkubaɾaŋ,5,7,8,0,7,3,450.0,3.81,4,11000.0,7.98,6,h,6,#FF8C00,69.5,36.8,75.5,2,prior_pending_realaudio,5.67,7.92,2.89,0.359,Q(促音単発),measured,False,1,ザックバラン,6,atamadaka_頭高,front,false,whole
ざぶざぶ,dzabuzabu,7,5,3,2,8,9,150.0,1.03,3,18000.0,8.82,9,mc,3,#0000FF,32.3,79.2,-107.9,4,prior_pending_realaudio,5.18,8.34,2.81,0.397,REDUP(畳語・同一),measured,False,1,ザブザブ,4,atamadaka_頭高,front,false,whole
ざぶん,dzabuŋ,8,8,9,7,7,9,120.0,0.46,8,20000.0,9.0,9,mc,3,#191970,15.9,31.7,-49.6,3,prior_pending_realaudio,8.44,5.57,4.79,0.312,N(撥音単発),measured,False,2,ザブン,3,nakadaka/odaka_核2,back,true,whole
ざらざら,dzaɾazaɾa,5,4,5,7,5,0,400.0,3.51,5,13000.0,8.27,4,c,2,#8B4513,37.5,26.4,41.0,4,prior_pending_realaudio,5.08,8.26,3.61,0.467,REDUP(畳語・同一),measured,False,1,ザラザラ,4,atamadaka_頭高,front,false,whole
ざわざわ,dzawazawa,4,5,2,3,8,6,320.0,2.94,3,16000.0,8.62,7,mc,3,#556B2F,42.2,-18.8,30.6,4,prior_pending_realaudio,5.1,8.14,2.72,0.43,REDUP(畳語・同一),measured,False,1,ザワザワ,4,atamadaka_頭高,front,false,whole
ざんざん,dzaŋzaŋ,7,4,8,5,6,9,280.0,2.61,4,14000.0,8.39,8,mc,3,#000080,13.0,47.5,-64.7,4,prior_pending_realaudio,4.98,8.31,2.6,0.449,REDUP(畳語・同一),measured,False,1,ザンザン,4,atamadaka_頭高,front,false,whole
ざんぶり,dzambuɾi,8,6,9,6,6,9,200.0,1.75,7,17000.0,8.72,9,c,2,#0000CD,25.0,67.2,-91.5,5,prior_pending_realaudio,6.14,7.35,1.22,0.324,COMPOUND(複合・異種),measured,False,3,ザンブリ,4,nakadaka/odaka_核3,back,true,whole
しいん,ɕiiŋ,1,1,2,9,9,2,2500.0,8.15,0,100.0,0.0,1,cc,1,#F0F8FF,97.2,-1.3,-4.3,3,prior_pending_realaudio,5.25,7.99,4.29,0.305,N(撥音単発),measured,False,0,シイン,3,heiban_平板,flat,false,whole
しくしく,ɕikuɕiku,2,4,2,7,8,7,1200.0,6.29,5,500.0,2.73,6,c,2,#B0C4DE,78.5,-1.3,-15.2,4,prior_pending_realaudio,4.97,8.37,3.65,0.453,REDUP(畳語・同一),measured,False,2,シクシク,4,nakadaka/odaka_核2,back,true,whole
しこしこ,ɕikoɕiko,4,6,7,8,4,4,500.0,4.07,6,3000.0,5.78,7,mc,3,#F5DEB3,89.4,1.5,24.0,4,prior_pending_realaudio,5.13,8.54,2.55,0.442,REDUP(畳語・同一),measured,False,2,シコシコ,4,nakadaka/odaka_核2,back,true,whole
しっかり,ɕikkaɾi,6,8,9,9,2,2,600.0,4.54,8,5000.0,6.65,9,0,4,#708090,52.8,-2.1,-10.6,5,prior_pending_realaudio,8.25,3.91,8,0.286,COMPOUND(複合・異種),measured,False,3,シッカリ,4,nakadaka/odaka_核3,back,true,whole
しっくり,ɕikkuɾi,3,4,6,8,6,5,450.0,3.81,6,2000.0,5.09,8,mh,5,#808080,53.6,-0.0,0.0,5,prior_pending_realaudio,6.01,7.6,2.71,0.347,COMPOUND(複合・異種),measured,False,3,シックリ,4,nakadaka/odaka_核3,back,true,whole
しっとり,ɕittoɾi,3,2,3,4,8,8,350.0,3.17,4,1200.0,4.22,9,mh,5,#D8BFD8,80.1,13.2,-9.2,5,prior_pending_realaudio,5.51,8.2,3.11,0.371,COMPOUND(複合・異種),measured,False,3,シットリ,4,nakadaka/odaka_核3,back,true,whole
しっぽり,ɕippoɾi,4,3,4,5,7,9,300.0,2.78,5,1500.0,4.6,9,hh,7,#FF69B4,65.5,64.2,-10.6,5,prior_pending_realaudio,5.59,7.89,2.03,0.361,COMPOUND(複合・異種),measured,False,3,シッポリ,4,nakadaka/odaka_核3,back,true,whole
しとしと,ɕitoɕito,2,2,2,3,9,8,400.0,3.51,2,400.0,2.35,7,mc,3,#778899,55.9,-2.2,-11.1,4,prior_pending_realaudio,4.76,7.8,3.36,0.429,REDUP(畳語・同一),measured,False,1,シトシト,4,atamadaka_頭高,front,false,whole
しゃあしゃあ,ɕaaɕaa,3,2,5,1,9,4,800.0,5.26,0,5000.0,6.65,3,h,6,#FFFFFF,100.0,-0.0,0.0,4,prior_pending_realaudio,5.06,7.43,6.95,0.402,REDUP(畳語・同一),measured,False,3,シャアシャア,4,nakadaka/odaka_核3,back,true,whole
しゃきしゃき,ɕakiɕaki,3,7,8,4,3,2,1500.0,6.86,7,8000.0,7.44,6,c,2,#90EE90,86.5,-46.3,36.9,4,prior_pending_realaudio,4.82,5.16,7.63,0.456,REDUP(畳語・同一),measured,False,1,シャキシャキ,4,atamadaka_頭高,front,false,whole
しゃなりしゃなり,ɕanaɾiɕanaɾi,2,2,4,2,9,5,450.0,3.81,3,1000.0,3.91,3,mh,5,#E6E6FA,91.8,3.7,-9.7,4,prior_pending_realaudio,5.03,8.55,3.26,0.459,REDUP(畳語・同一),measured,False,1,シャナリシャナリ,6,atamadaka_頭高,front,false,whole
しゃん,ɕaŋ,3,7,9,8,5,2,700.0,4.93,7,3500.0,6.04,8,h,6,#FFFFFF,100.0,-0.0,0.0,3,prior_pending_realaudio,6.66,7.22,4.94,0.329,N(撥音単発),measured,False,0,シャン,2,heiban_平板,flat,false,whole
